2.383537	2.383537	on
3.169524	3.169524	off
4.006893	4.006893	on
4.843537	4.843537	off
5.711383	5.711383	on
6.679683	6.679683	off
7.526893	7.526893	on
8.425941	8.425941	off
9.333356	9.333356	on
10.243628	10.243628	off
11.137959	11.137959	on
12.050159	12.050159	off
12.921179	12.921179	on
13.801179	13.801179	off
14.733968	14.733968	on
15.668345	15.668345	off
16.607166	16.607166	on
17.551293	17.551293	off
18.414694	18.414694	on
19.292370	19.292370	off
20.161088	20.161088	on
21.086349	21.086349	off
21.939410	21.939410	on
22.890703	22.890703	off
23.731247	23.731247	on
24.628322	24.628322	off
25.518367	25.518367	on
26.411429	26.411429	off
27.319728	27.319728	on
28.219501	28.219501	off
29.091338	29.091338	on
29.985000	29.985000	off
30.820680	30.820680	on
31.710703	31.710703	off
32.556553	32.556553	on
33.441088	33.441088	off
34.328707	34.328707	on
35.243537	35.243537	off
36.123537	36.123537	on
37.008073	37.008073	off
37.877188	37.877188	on
38.765034	38.765034	off
39.554104	39.554104	on
40.454739	40.454739	off
41.305306	41.305306	on
42.186893	42.186893	off
43.028116	43.028116	on
43.931216	43.931216	off
44.833064	44.833064	on
45.716092	45.716092	off
46.662867	46.662867	on
47.533572	47.533572	off
48.384190	48.384190	on
49.277104	49.277104	off
50.112724	50.112724	on
50.971031	50.971031	off
51.844835	51.844835	on
52.751139	52.751139	off
53.609490	53.609490	on
54.477200	54.477200	off
55.381536	55.381536	on
56.233108	56.233108	off
57.126522	57.126522	on
57.990372	57.990372	off
58.937788	58.937788	on
59.805870	59.805870	off
60.695648	60.695648	on
61.506748	61.506748	off
62.434435	62.434435	on
63.302338	63.302338	off
64.232469	64.232469	on
64.964294	64.964294	off
65.947533	65.947533	on
66.807806	66.807806	off
67.668438	67.668438	on
68.597078	68.597078	off
69.514394	69.514394	on
70.461124	70.461124	off
71.327567	71.327567	on
72.261810	72.261810	off
73.106885	73.106885	on
74.018657	74.018657	off
74.901104	74.901104	on
75.857759	75.857759	off
76.718569	76.718569	on
77.598572	77.598572	off
78.471899	78.471899	on
79.367578	79.367578	off
80.251694	80.251694	on
81.170917	81.170917	off
82.061768	82.061768	on
82.996279	82.996279	off
83.883762	83.883762	on
84.765583	84.765583	off
85.655719	85.655719	on
86.567625	86.567625	off
87.461948	87.461948	on
88.345647	88.345647	off
89.322567	89.322567	on
90.219975	90.219975	off
91.204137	91.204137	on
92.142880	92.142880	off
93.034744	93.034744	on
93.956023	93.956023	off
94.879627	94.879627	on
95.771030	95.771030	off
96.608877	96.608877	on
97.491056	97.491056	off
98.379433	98.379433	on
99.296615	99.296615	off
100.130796	100.130796	on
101.071477	101.071477	off
101.991534	101.991534	on
102.841467	102.841467	off
103.713155	103.713155	on
104.582697	104.582697	off
105.457366	105.457366	on
106.308609	106.308609	off
107.159615	107.159615	on
108.070701	108.070701	off
108.878851	108.878851	on
109.786987	109.786987	off
110.621214	110.621214	on
111.465886	111.465886	off
112.349093	112.349093	on
113.222957	113.222957	off
114.124298	114.124298	on
114.884347	114.884347	off
115.751028	115.751028	on
116.657577	116.657577	off
117.465138	117.465138	on
118.322074	118.322074	off
119.159341	119.159341	on
120.061159	120.061159	off
120.917320	120.917320	on
121.737123	121.737123	off
122.659683	122.659683	on
123.494536	123.494536	off
124.323845	124.323845	on
125.178248	125.178248	off
126.068115	126.068115	on
126.918077	126.918077	off
127.827406	127.827406	on
128.638029	128.638029	off
129.482150	129.482150	on
130.308449	130.308449	off
131.234884	131.234884	on
132.090092	132.090092	off
133.011341	133.011341	on
133.872509	133.872509	off
134.763122	134.763122	on
135.581627	135.581627	off
136.453569	136.453569	on
137.289524	137.289524	off
138.171315	138.171315	on
138.976499	138.976499	off
139.864683	139.864683	on
140.672684	140.672684	off
141.571045	141.571045	on
142.415047	142.415047	off
143.326998	143.326998	on
144.153416	144.153416	off
145.096540	145.096540	on
145.908833	145.908833	off
146.743536	146.743536	on
147.610188	147.610188	off
148.370743	148.370743	on
149.267599	149.267599	off
150.005698	150.005698	on
150.884390	150.884390	off
151.729345	151.729345	on
152.502835	152.502835	off
