2.203061	2.203061	on
3.241134	3.241134	off
4.527166	4.527166	on
5.784671	5.784671	off
6.858594	6.858594	on
8.048027	8.048027	off
9.064785	9.064785	on
10.116825	10.116825	off
11.268209	11.268209	on
12.457052	12.457052	off
13.534104	13.534104	on
14.617642	14.617642	off
15.673379	15.673379	on
16.765624	16.765624	off
17.812562	17.812562	on
18.864218	18.864218	off
20.098503	20.098503	on
21.278005	21.278005	off
22.307302	22.307302	on
23.296145	23.296145	off
24.398367	24.398367	on
25.490113	25.490113	off
26.486259	26.486259	on
27.528503	27.528503	off
28.563810	28.563810	on
29.604104	29.604104	off
30.561088	30.561088	on
31.504399	31.504399	off
32.526621	32.526621	on
33.311202	33.311202	off
34.386939	34.386939	on
35.323175	35.323175	off
36.266667	36.266667	on
37.190930	37.190930	off
38.137324	38.137324	on
39.074921	39.074921	off
40.066168	40.066168	on
40.967800	40.967800	off
41.918549	41.918549	on
42.971973	42.971973	off
43.798730	43.798730	on
44.691882	44.691882	off
45.736599	45.736599	on
46.423946	46.423946	off
47.609615	47.609615	on
48.585306	48.585306	off
49.528163	49.528163	on
50.522018	50.522018	off
51.413515	51.413515	on
52.333696	52.333696	off
53.559728	53.559728	on
54.351882	54.351882	off
55.590658	55.590658	on
56.437846	56.437846	off
57.609615	57.609615	on
58.491429	58.491429	off
59.661224	59.661224	on
60.313832	60.313832	off
61.564082	61.564082	on
62.345578	62.345578	off
63.414422	63.414422	on
64.253379	64.253379	off
65.446168	65.446168	on
66.372789	66.372789	off
67.248617	67.248617	on
68.209342	68.209342	off
69.269478	69.269478	on
70.002358	70.002358	off
71.319365	71.319365	on
72.363175	72.363175	off
73.348163	73.348163	on
74.430930	74.430930	off
75.301088	75.301088	on
76.402358	76.402358	off
77.380408	77.380408	on
78.469660	78.469660	off
79.476054	79.476054	on
80.448254	80.448254	off
81.510023	81.510023	on
82.582494	82.582494	off
83.567982	83.567982	on
84.496327	84.496327	off
85.505850	85.505850	on
86.426395	86.426395	off
87.571247	87.571247	on
88.709297	88.709297	off
89.743311	89.743311	on
90.858957	90.858957	off
91.813515	91.813515	on
92.822177	92.822177	off
93.635011	93.635011	on
94.499410	94.499410	off
95.645896	95.645896	on
96.654422	96.654422	off
97.506395	97.506395	on
98.343764	98.343764	off
99.412404	99.412404	on
100.236372	100.236372	off
101.150045	101.150045	on
102.197800	102.197800	off
102.978844	102.978844	on
104.114717	104.114717	off
104.920045	104.920045	on
105.866304	105.866304	off
106.965624	106.965624	on
107.961179	107.961179	off
108.999909	108.999909	on
109.954467	109.954467	off
110.986304	110.986304	on
112.028980	112.028980	off
112.961111	112.961111	on
113.934603	113.934603	off
114.821224	114.821224	on
115.953923	115.953923	off
116.847166	116.847166	on
117.957370	117.957370	off
118.929887	118.929887	on
120.050794	120.050794	off
120.989751	120.989751	on
121.982041	121.982041	off
