2.138005	2.138005	on
3.200975	3.200975	off
3.881701	3.881701	on
4.857766	4.857766	off
5.707307	5.707307	on
6.536437	6.536437	off
7.255637	7.255637	on
8.225963	8.225963	off
9.049173	9.049173	on
9.892736	9.892736	off
10.640107	10.640107	on
11.382101	11.382101	off
12.200277	12.200277	on
13.084245	13.084245	off
13.935104	13.935104	on
14.741931	14.741931	off
15.387989	15.387989	on
16.325931	16.325931	off
17.006251	17.006251	on
17.944960	17.944960	off
18.586624	18.586624	on
19.547819	19.547819	off
20.384000	20.384000	on
21.225045	21.225045	off
22.142805	22.142805	on
22.986581	22.986581	off
23.781205	23.781205	on
24.641269	24.641269	off
25.431723	25.431723	on
26.335915	26.335915	off
27.101952	27.101952	on
28.050411	28.050411	off
28.786893	28.786893	on
29.758594	29.758594	off
30.618957	30.618957	on
31.486304	31.486304	off
32.315828	32.315828	on
33.147937	33.147937	off
33.831474	33.831474	on
34.923991	34.923991	off
35.818685	35.818685	on
36.668594	36.668594	off
37.547483	37.547483	on
38.424580	38.424580	off
39.279093	39.279093	on
40.155737	40.155737	off
40.916372	40.916372	on
41.891020	41.891020	off
42.549841	42.549841	on
43.679909	43.679909	off
44.378776	44.378776	on
45.377370	45.377370	off
46.069841	46.069841	on
47.047982	47.047982	off
47.876100	47.876100	on
48.714286	48.714286	off
49.534694	49.534694	on
50.373265	50.373265	off
51.249342	51.249342	on
52.146689	52.146689	off
52.893424	52.893424	on
53.962993	53.962993	off
54.745760	54.745760	on
55.684989	55.684989	off
56.362902	56.362902	on
57.440000	57.440000	off
58.326349	58.326349	on
59.264580	59.264580	off
60.147120	60.147120	on
61.063571	61.063571	off
61.795884	61.795884	on
62.778481	62.778481	off
63.687846	63.687846	on
64.616916	64.616916	off
65.499819	65.499819	on
66.454739	66.454739	off
67.351224	67.351224	on
68.274739	68.274739	off
69.207642	69.207642	on
70.123039	70.123039	off
71.020771	71.020771	on
72.031451	72.031451	off
72.932789	72.932789	on
73.865397	73.865397	off
74.766803	74.766803	on
75.688787	75.688787	off
76.647800	76.647800	on
77.522902	77.522902	off
78.442721	78.442721	on
79.404626	79.404626	off
80.285533	80.285533	on
81.180295	81.180295	off
82.139546	82.139546	on
83.072177	83.072177	off
83.963039	83.963039	on
84.883447	84.883447	off
85.714286	85.714286	on
86.731043	86.731043	off
87.665488	87.665488	on
88.560454	88.560454	off
89.259138	89.259138	on
90.351791	90.351791	off
91.095510	91.095510	on
92.191111	92.191111	off
93.058322	93.058322	on
93.980703	93.980703	off
94.888980	94.888980	on
95.803900	95.803900	off
96.692698	96.692698	on
97.638322	97.638322	off
98.372789	98.372789	on
99.456100	99.456100	off
100.334785	100.334785	on
101.272608	101.272608	off
101.988753	101.988753	on
103.007596	103.007596	off
103.753651	103.753651	on
104.797517	104.797517	off
105.719229	105.719229	on
106.633651	106.633651	off
107.530159	107.530159	on
108.520680	108.520680	off
109.406077	109.406077	on
110.287029	110.287029	off
111.263129	111.263129	on
112.253787	112.253787	off
113.126440	113.126440	on
114.219297	114.219297	off
115.075193	115.075193	on
116.188753	116.188753	off
117.090658	117.090658	on
118.071565	118.071565	off
119.048163	119.048163	on
119.991723	119.991723	off
120.947302	120.947302	on
121.838753	121.838753	off
122.832200	122.832200	on
123.790907	123.790907	off
124.757823	124.757823	on
125.691429	125.691429	off
126.526576	126.526576	on
127.541769	127.541769	off
128.454739	128.454739	on
129.388277	129.388277	off
130.268390	130.268390	on
131.280023	131.280023	off
132.248299	132.248299	on
133.212789	133.212789	off
134.155283	134.155283	on
135.072290	135.072290	off
135.919274	135.919274	on
136.952744	136.952744	off
137.890068	137.890068	on
138.795646	138.795646	off
139.743946	139.743946	on
140.667619	140.667619	off
141.679456	141.679456	on
142.622154	142.622154	off
143.538231	143.538231	on
144.506893	144.506893	off
145.381769	145.381769	on
146.359501	146.359501	off
147.247982	147.247982	on
148.282630	148.282630	off
149.125442	149.125442	on
150.120522	150.120522	off
150.914830	150.914830	on
151.894263	151.894263	off
152.676780	152.676780	on
153.618999	153.618999	off
154.457370	154.457370	on
155.423673	155.423673	off
156.146848	156.146848	on
157.226599	157.226599	off
158.046667	158.046667	on
158.891247	158.891247	off
